occurrence_id,occurrence_location,ship_craft_type_l1,flag_state,gt_gross_tonnage,loa_length_overall_in_metres,port_of_accident_l1_occ,injury_type_l1,deaths_crew,injury_type_l1,short_description_occ,weather,loss_of_vessel_damage,date
424c6a91-7e8b-ed11-81ad-0022481b5e4e,Open sea -> Within EEZ,Service ship,UNITED KINGDOM,1300.0,50.0,,Wounds and superficial injuries,0,Wounds and superficial injuries,Standby safety vessel crewmember suffered a laceration to the hand while preparing food.,Unknown,No damage,2022-12-01
f410553d-0ada-ed11-a7c6-002248c87a1d,Coastal waters <= 12 nm,Cargo ship,ANTIGUA AND BARBUDA,18000.0,160.0,,Concussions and internal injuries (including crush injuries not mentioned above),0,Concussions and internal injuries (including crush injuries not mentioned above),General cargo vessel crew member was struck on the head by an object that fell from height,Unknown,No damage,2023-04-01
73d38e14-57ea-ed11-8847-002248c87a4c,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,100000.0,280.0,,Bone fractures,0,Bone fractures,Cruise ship passenger slipped and fell resulting in a back injury.,Clear,No damage,2023-04-01
af3665e9-bef0-ed11-8848-002248c87a1d,Coastal waters <= 12 nm,,,,,,,0,,Fishing vessel and charter angling vessel collided,Unknown,,2023-05-01
2a01fce3-bbf4-ed11-8848-002248c87217,"Internal waters -> Channel, river",Recreational craft,UNITED KINGDOM,47.0,22.0,,"Dislocations, sprains and strains",0,"Dislocations, sprains and strains",Sailing vessel's crew member sustained an injury while hoisting the mizzen sail.,Clear,No damage,2023-05-01
e0c7e9b8-b50a-ee11-8f6e-002248c878ca,Coastal waters <= 12 nm,,,,,,,0,,Chemical tanker's pilot ladder did not conform to SOLAS regulations.,Unknown,,2023-06-01
faa5aded-2414-ee11-9cbe-002248c87217,Inland waters -> River,,,,,,,0,,A charter motor vessel grounded and was towed clear by a search and rescue vessel,Unknown,,2023-06-01
8b4403d0-3022-ee11-9967-002248c8714f,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Container ship's pilot ladder did not conform to SOLAS regulations.,Unknown,,2023-07-01
37d89fec-e94b-ee11-be6f-002248c87a58,Coastal waters <= 12 nm,,,,,,,0,,Crew transfer vessel lost propulsion resulting in damage to fendering.,Clear,,2023-09-01
055ab09b-5f7a-ee11-8179-002248c87a1d,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,0.0,4.2,UNITED KINGDOM,Drowning and asphyxiation,0,Drowning and asphyxiation,"A small motor cruiser ran aground, re-floated and then one crew member fell overboard.",Clear,No damage,2023-10-01
1ffbe67e-0995-ee11-be36-002248c878ca,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,77000.0,260.0,AUSTRALIA,Bone fractures,0,Bone fractures,A cruise ship passenger fell and sustained a fractured elbow.,Clear,No damage,2023-12-01
d416b284-ce99-ee11-be37-002248c87a58,Open sea -> Within EEZ,Service ship,UNITED KINGDOM,5900.0,85.0,,Concussions and internal injuries (including crush injuries not mentioned above),0,Concussions and internal injuries (including crush injuries not mentioned above),An offshore support vessel crew member was struck by a hook and sustained a head injury.,Unknown,No damage,2023-12-01
956a463c-b5b6-ee11-a568-002248c87a58,Open sea -> Within EEZ,Service ship,UNITED KINGDOM,1700.0,60.0,,Concussions and internal injuries (including crush injuries not mentioned above),0,Concussions and internal injuries (including crush injuries not mentioned above),An emergency response & rescue vessel crew member fell in their cabin and sustained a serious neck injury.,Rain,No damage,2024-01-01
a907d178-d6f7-ee11-a1ff-002248c8714f,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,8.5,9.9,,"Burns, scalds and frostbites",0,"Burns, scalds and frostbites","A fishing vessel caught fire and sank, the single crewmember was rescued.",Clear,Loss of ship -> Actual loss,2024-04-01
a28a6b6b-ad16-ef11-840a-000d3a0d0e55,Coastal waters <= 12 nm,,,,,,,0,,Cargo ship's pilot ladder did not conform to SOLAS regulations,Unknown,,2024-05-01
3ecee49c-6238-ef11-a316-6045bd0b033c,Open sea -> Within EEZ,Fishing vessel,UNITED KINGDOM,100.0,20.0,,Concussions and internal injuries (including crush injuries not mentioned above),0,Concussions and internal injuries (including crush injuries not mentioned above),Fishing vessel crew member suffered a  finger crush injury after getting it caught in machinery,Clear,No damage,2024-07-01
5f58351c-f34f-ef11-a316-6045bd0b320a,Coastal waters <= 12 nm,,,,,,,0,,A RIB experienced an outboard fire resulting in being towed to a harbour,Clear,,2024-07-01
c6056aca-bc8f-ef11-8a69-000d3a0d1194,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A utility vessel crew member used an unsafely weighted heaving line.,Unknown,,2024-10-01
34fb8bb5-0bc7-ed11-b596-002248c6387e,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,110000.0,290.0,,"Dislocations, sprains and strains",0,"Dislocations, sprains and strains",Passenger ship's crew member was engaging in a crew activity when they sprained their toe.,Clear,No damage,2023-01-01
1e8cb7f2-a5f0-ed11-8848-002248c8796d,Open sea -> Within EEZ,,,,,,,0,,Fishing vessel lost propulsion and was towed back to port,Unknown,,2023-05-01
1594398e-0a32-ee11-bdf3-002248c87a4c,Coastal waters <= 12 nm,,,,,,,0,,A highspeed crew transfer vessel was taking on water through the propeller shaft.,Clear,,2023-08-01
61fea6e7-846e-ee11-9ae7-002248c87a40,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Cargo vessel's pilot ladder did not conform to SOLAS regulations.,Unknown,,2023-10-01
0764aae3-fa82-ee11-8179-002248c87217,Internal waters -> Port area,Cargo ship,UNITED KINGDOM,100000.0,330.0,UNITED ARAB EMIRATES,Unknown or unspecified,0,Unknown or unspecified,Container vessel crewmember was struck by a line whist de-rigging the gangway net.,Clear,No damage,2023-11-01
72ad961f-c75e-ef11-bfe4-00224800e42a,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,2500.0,62.0,,Bone fractures,0,Bone fractures,A passenger vessel passenger fell down the stairs resulting in a fractured ankle,Overcast,No damage,2024-08-01
ae1104ef-d25e-ef11-bfe4-002248c7bf34,Coastal waters <= 12 nm,Passenger ship,BAHAMAS,92000.0,290.0,,Multiple injuries,0,Multiple injuries,Cruise ships passenger tripped resulting in multiple injuries.,Unknown,No damage,2024-08-01
b0403874-d971-ef11-a670-002248c81132,Coastal waters <= 12 nm,,,,,,,0,,Sailing vessel collided with recreational motor boat resulting in minor damage.,Unknown,,2024-09-01
9f4a1df4-bfb2-ed11-83ff-0022481b5ce8,Inland waters -> River,,,,,,,0,,A tug grounded when transiting a channel,Clear,,2023-02-01
54f6857d-60ca-ed11-b595-002248c878ca,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,2 Recreational craft's collided in a marina without any serious damages.,Rain,,2023-03-01
14f3934d-2722-ee11-9967-002248c8714f,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,ALB was towing a sailing vessel when they made contact to push the vessel onto a safer course.,Overcast,,2023-07-01
5622e881-ca6c-ee11-9ae7-002248c87a51,Open sea -> Within EEZ,Service ship,UNITED KINGDOM,1100.0,48.0,,Bone fractures,0,Bone fractures,Offshore vessel FRC crew member's hand and fingers were crushed by a winch when a crew member replaced a fouled starboard davit winch wire,Unknown,No damage,2023-10-01
d7d0c161-9983-ee11-8179-002248c87a40,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Vehicle carrier's pilot ladder did not conform to SOLAS regulations.,Unknown,,2023-11-01
603d5963-1a98-ee11-be37-002248c8714f,Inland waters -> River,,,,,,,0,,An inland waterways vessel made contact with a bridge.,Clear,,2023-12-01
c0874670-97b0-ee11-a569-002248c8796d,Internal waters -> Port area,Service ship,UNITED KINGDOM,300.0,26.0,UNITED KINGDOM,Drowning and asphyxiation,0,Drowning and asphyxiation,An offshore support vessel crewmember fell overboard during berthing operations and was recovered.,Clear,No damage,2024-01-01
9f3c23c8-c2d0-ee11-9079-002248c87a40,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A ferry suffered an engine failure and began drifting resulting with no further damage,Clear,,2024-02-01
63a9de22-6208-ef11-9f89-000d3a871495,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Container ship's pilot ladder did not conform to SOLAS regulations.,Unknown,,2024-04-01
ed87402b-5017-ef11-840a-00224800fdb3,Coastal waters <= 12 nm,,,,,,,0,,A cruise ship experienced a fire in the galley,Clear,,2024-05-01
e2ff452b-b433-ef11-8e4e-6045bd0b0696,"Internal waters -> Channel, river",,,,,,,0,,Sail training vessel grounded that required assistance from another vessel,Clear,,2024-06-01
48e38fa8-e93d-ef11-a316-6045bd0b040f,Coastal waters <= 12 nm,,,,,,,0,,Container ship's pilot ladder did not conform to SOLAS regulations,Unknown,,2024-07-01
597185c9-ac7c-ef11-ac20-002248c73738,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,53.0,17.0,,Traumatic amputations (Loss of body parts),0,Traumatic amputations (Loss of body parts),A fishing vessel crew member sustained a finger injury whilst hauling fishing gear.,Rain,No damage,2024-09-01
a2645cde-fa86-ef11-ac20-6045bd0c61bd,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A sailing yacht had a broken rudder and required towing,Unknown,,2024-10-01
de1313c0-67a6-ef11-b8e8-6045bd0e3723,Coastal waters <= 12 nm,,,,,,,0,,A fishing vessel experienced engine failure.,Unknown,,2024-11-01
59e3a354-1eb6-ef11-b8e8-002248006bd7,Coastal waters <= 12 nm,,,,,,,0,,Bulk carrier's pilot ladder did not conform to SOLAS regulations,Unknown,,2024-12-01
12e5d1d1-1dbd-ef11-b8e8-002248c6bb22,Open sea -> Within EEZ,,,,,,,0,,A fishing vessel experienced propulsion failure during a gale warning and was towed.,Unknown,,2024-12-01
5ef65285-fda5-ed11-aad1-0022481b50d1,Coastal waters <= 12 nm,,,,,,,0,,Bulk carrier's pilot ladder not rigged per SOLAS regulations.,Unknown,,2023-01-01
472b2320-d8bc-ed11-83fe-0022481b9871,Coastal waters <= 12 nm,,,,,,,0,,Bulk carrier's pilot ladder not rigged per SOLAS regulations.,Clear,,2023-03-01
8cbf2af9-3deb-ed11-8847-002248c878ca,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Container ship's pilot ladder not rigged per SOLAS regulations.,Unknown,,2023-05-01
32525554-c81f-ee11-9966-002248c87a4c,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Container ship's pilot ladder did not conform to SOLAS regulations.,Clear,,2023-07-01
4a152cc7-094b-ee11-be6f-002248c87a40,Internal waters -> Port area,Passenger ship,BERMUDA,92000.0,290.0,UNITED KINGDOM,Traumatic amputations (Loss of body parts),0,Traumatic amputations (Loss of body parts),A cruise ship crew member suffered a serious injury whilst using a dryer.,Clear,No damage,2023-09-01
c099d4f2-beab-ee11-be37-002248c87217,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A bulk carrier made contact with the edge of a lock sustaining a dented hull.,Rain,,2024-01-01
e1b1fbda-43b9-ee11-9078-002248c878ca,Coastal waters <= 12 nm,,,,,,,0,,Fishing vessel lost steering and requested a tow.,Unknown,,2024-01-01
e38250c7-6dbb-ee11-9078-002248c878ca,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,General cargo vessel suffered a fire in the cargo hold resulting in minor damage.,Unknown,,2024-01-01
c5f8b872-d6c1-ee11-9079-002248c87217,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,General cargo vessel's pilot ladder did not conform to SOLAS regulations,Unknown,,2024-01-01
9a417501-43c4-ee11-9079-002248c87a1d,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Container ship's pilot ladder did not conform to SOLAS regulations.,Unknown,,2024-02-01
e1c0b957-b2db-ee11-904d-002248c87a58,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Tug unsuitable to provide assistance due to deficient winch,Unknown,,2024-03-01
a330a3e0-c1f1-ee11-904c-002248c87a1d,Internal waters -> Port area,Cargo ship,MARSHALL ISLANDS,27000.0,180.0,UNITED KINGDOM,Bone fractures,0,Bone fractures,Cargo vessel's crew member tripped on deck resulting in closed fractures to the right wrist and foot.,Unknown,No damage,2024-03-01
189d0e1e-5913-ef11-9f89-6045bd0ddb30,Coastal waters <= 12 nm,,,,,,,0,,Cargo ship's pilot ladder did not conform to SOLAS regulations.,Unknown,,2024-05-01
f2ca129e-a81d-ef11-840a-002248c765e7,Coastal waters <= 12 nm,,,,,,,0,,A patrol vessel collided with a buoy resulting in some damage to the hull,Overcast,,2024-05-01
b34232a9-d21d-ef11-840a-002248c765e7,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Service vessel suffered from water ingress,Clear,,2024-05-01
b92bec76-431f-ef11-840a-000d3a0ce9a2,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A cargo vessel had a pollution incident resulting from a possible oil leak,Unknown,,2024-05-01
c6709783-113d-ef11-a316-6045bd0b040f,Open sea -> Within EEZ,,,,,,,0,,A sail training yacht suffered steering failure,Unknown,,2024-07-01
12b557f0-7f60-ef11-bfe3-6045bd0dd88a,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,8.3,9.9,,Multiple injuries,0,Multiple injuries,Two sailing vessels collided whilst racing resulting in one crew member sustaining a crush injury,Clear,Minor damage (less than material damage),2024-08-01
b433c144-b479-ef11-ac20-002248c73738,Coastal waters <= 12 nm,,,,,,,0,,A passenger vessel grounded and re-floated after disembarking the passengers.,Clear,,2024-09-01
55d070f1-a3c1-ed11-b597-002248c700c0,Internal waters -> Port area,Cargo ship,UNITED KINGDOM,99000.0,330.0,CHINA,Bone fractures,0,Bone fractures,Solid cargo vessel crew member during berthing the headline hawser transfer bounced to the tension drum when heaving fracturing their arm,Clear,No damage,2023-03-01
443d73dd-afe2-ed11-8846-002248c878ca,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Container ship's pilot ladder did not conform to SOLAS regulations.,Unknown,,2023-04-01
b8ef09b8-dffa-ed11-8f6d-002248c8796d,Coastal waters <= 12 nm,,,,,,,0,,A high speed passenger vessel suffered propulsion failure due to a problem with the propeller shaft.,Clear,,2023-05-01
62c972fe-0b3c-ee11-bdf4-002248c878ca,Coastal waters <= 12 nm,,,,,,,0,,A general cargo vessel ran aground on a mud bank.,Clear,,2023-08-01
394de541-839e-ee11-be37-002248c878ca,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Chemical tanker's pilot ladder did not conform to SOLAS regulations.,Unknown,,2023-12-01
d26c57e5-43d2-ee11-9079-002248c8714f,Coastal waters <= 12 nm,,,,,,,0,,A container vessel had an inadequate pilot ladder arrangement,Unknown,,2024-02-01
59c38733-4fe8-ee11-904c-6045bd0c124c,Coastal waters <= 12 nm,,,,,,,0,,Fishing vessel going wrong way in traffic lane,Overcast,,2024-03-01
1174a840-b45f-ef11-bfe4-6045bd0b320a,Open sea -> Within EEZ,Service ship,UNITED KINGDOM,8300.0,92.0,,"Dislocations, sprains and strains",0,"Dislocations, sprains and strains",A service vessel crew member step awkwardly into a locker resulting in a sprained ankle,Clear,No damage,2024-08-01
16f94715-1e7c-ef11-ac20-000d3a870c32,Inland waters -> River,,,,,,,0,,Passenger vessel and dredger made contact resulting in minor damage.,Overcast,,2024-09-01
f3e8abb5-618c-ef11-8a69-002248007767,Coastal waters <= 12 nm,,,,,,,0,,A ro-pax vessel suffered a systems failure from a lightning strike,Rain,,2024-10-01
843ef576-3c98-ef11-8a6a-002248c6bd4a,Coastal waters <= 12 nm,,,,,,,0,,A search and rescue vessel made contact with a recovery trolley resulting in minor damage,Overcast,,2024-08-01
a36fa824-8bad-ef11-b8e8-000d3a0ccf85,Coastal waters <= 12 nm,,,,,,,0,,An offshore supply vessel had a collision with another offshore supply vessel resulting in damage and pollution.,Rain,,2024-11-01
4d35c8b8-d0e6-ed11-8847-002248c87a4c,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,"See MAIB investigation report, when available",Clear,,2023-04-01
97d298b7-b219-ee11-8f6d-002248c87217,Coastal waters <= 12 nm,,,,,,,0,,Yacht crew member head butted a winch resulting in a deep head laceration,Unknown,,2023-07-01
73dc8941-0f1f-ee11-9966-002248c87a51,Coastal waters <= 12 nm,,,,,,,0,,Hopper dredger and sailing vessel collided resulting in minor damages.,Clear,,2023-07-01
70d1d39e-5be7-ee11-904c-0022481b57c2,Coastal waters <= 12 nm,,,,,,,0,,Container ship's pilot ladder did not conform to SOLAS regulations,Unknown,,2024-03-01
3b02706a-6b01-ef11-9f89-000d3a0cf7fc,Coastal waters <= 12 nm,,,,,,,0,,Container ship's pilot ladder did not conform to SOLAS regulations.,Unknown,,2024-04-01
d3bb2d01-d624-ef11-840a-6045bd0c7707,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,5.9,8.9,UNITED KINGDOM,Wounds and superficial injuries,0,Wounds and superficial injuries,A passenger on a motor boat fell over and sustained a head injury.,Clear,No damage,2024-06-01
5790152e-7934-ef11-8e4e-6045bd0b05c8,Coastal waters <= 12 nm,Service ship,UNITED KINGDOM,42.0,17.0,,Wounds and superficial injuries,0,Wounds and superficial injuries,A search and rescue crew member sustained a laceration to their hand whilst on a rescue,Clear,No damage,2024-06-01
ea9debf6-c145-ef11-a316-000d3a0d1162,Coastal waters <= 12 nm,,,,,,,0,,A search and rescue vessel made contact as it was coming alongside a vessel,Rain,,2024-07-01
a939fab0-7f79-ef11-ac20-00224800ae17,Open sea -> Within EEZ,Fishing vessel,UNITED KINGDOM,100.0,23.0,,"Burns, scalds and frostbites",0,"Burns, scalds and frostbites","See MAIB investigation report, when available",Clear,Loss of ship -> Constructive loss,2024-09-01
c4022a63-98a1-ef11-8a69-6045bd0d9e15,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,140000.0,330.0,BARBADOS,Bone fractures,0,Bone fractures,A cruise ship passenger slipped and fell and sustained a fractured coccyx,Clear,No damage,2024-11-01
ae04bd19-a3a7-ed11-aad1-0022481b5108,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Cargo ship's pilot ladder did not conform to SOLAS regulations,Unknown,,2023-02-01
24c59384-0ad2-ed11-a7c6-002248c87a40,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Chemical tanker grounded on final approach to port entrance during abort attempt.,Clear,,2023-04-01
dcf15eab-1c1f-ee11-9966-002248c87a51,Coastal waters <= 12 nm,,,,,,,0,,Charter vessel broke down and requested a tow.,Unknown,,2023-07-01
6bd40d69-f27e-ee11-8179-002248c87a1d,Coastal waters <= 12 nm,,,,,,,0,,A container vessel had an inadequate pilot ladder arrangement.,Unknown,,2023-11-01
660f9264-bbf5-ee11-a1ff-002248c87a1d,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,4.4,7.9,,Bone fractures,0,Bone fractures,A stern trawler crewmember trapped their hand in a winch sustaining fractures.,Clear,No damage,2024-02-01
f357d43b-44f6-ee11-a1ff-002248c87a58,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Container ship's pilot ladder did not conform to SOLAS regulations.,Unknown,,2024-04-01
1b43dbec-7c1e-ef11-840a-000d3a86cd92,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,0.0,,Drowning and asphyxiation,0,Drowning and asphyxiation,Person fell overboard from pleasure vessel resulting in search and rescue being tasked,Unknown,No damage,2024-05-01
43ca52df-551f-ef11-840a-000d3a0ce9a2,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,14.0,,Traumatic amputations (Loss of body parts),0,Traumatic amputations (Loss of body parts),A sailing vessel crew member suffered a partial amputation to their thumb after operating a winch,Unknown,No damage,2024-05-01
bbb08b8e-3d2a-ef11-8409-000d3a874a0a,Inland waters,,,,,,,0,,A work boat RIB was washed over board during poor weather.,Unknown,,2024-06-01
8a04b3c8-b44d-ef11-a316-002248c7bf34,Coastal waters <= 12 nm,,,,,,,0,,A passenger vessel experienced main engine failure and subsequent propulsion failure.,Overcast,,2024-07-01
2c2c3151-1069-ef11-a670-6045bd0dd88a,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,110000.0,290.0,JAPAN,Bone fractures,0,Bone fractures,Cruise ships passenger tripped resulting in closed fracture to the spine,Clear,No damage,2024-08-01
d7341e66-dd70-ef11-a671-0022481b9dca,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,Bone fractures,Cruise ships passenger tripped on stairs resulting in closed fracture to the knee.,Clear,No damage,2024-09-01
229f9f89-cb91-ed11-aad1-0022481b5519,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,100000.0,280.0,,Bone fractures,0,Bone fractures,Passenger ship crew member slipped on wet flooring and fractured their ankle,Clear,No damage,2023-01-01
2b299b92-22a2-ed11-aad1-0022481b5a3b,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,"While a lifeboat was launching training, the propeller hit the rocks and got slightly damaged.",Clear,,2023-01-01
54562b2d-64d4-ed11-a7c6-002248c8714f,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Vehicle carrier's pilot ladder not rigged per SOLAS regulations.,Unknown,,2023-04-01
c320e489-b6f4-ed11-8848-002248c87a51,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,100000.0,280.0,,"Dislocations, sprains and strains",0,"Dislocations, sprains and strains",Cruise ship's crew member caught their toe under the door,Clear,No damage,2023-05-01
65085896-a706-ee11-8f6e-002248c87a40,Coastal waters <= 12 nm,,,,,,,0,,"Crew transfer vessel suffered an engine fire, which was extinguished and the vessel towed back to port",Clear,,2023-06-01
d865453c-b620-ee11-9966-002248c878ca,Inland waters -> River,,,,,,,0,,Suspected MOB from a fishing vessel.,Unknown,,2023-07-01
8f59b245-842b-ee11-9965-002248c87a4c,Coastal waters <= 12 nm,,,,,,,0,,Sail training vessel grounded briefly resulting in no damage.,Clear,,2023-07-01
f8873196-f398-ee11-be37-002248c878ca,Coastal waters <= 12 nm,,,,,,,0,,A bulk carrier had an inadequate pilot boarding arrangement.,Unknown,,2023-12-01
86b433b1-ff02-ef11-9f89-0022481b57c2,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Offshore support vessel's pilot ladder did not conform to SOLAS regulations.,Unknown,,2024-04-01
108acb52-2606-ef11-9f89-000d3a86e758,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,"Passenger Ro-Ro, oil from overflow tank caused oil to enter the water resulting in pollution.",Clear,,2024-04-01
e2e23df1-1645-ef11-a316-000d3a874bdc,Coastal waters <= 12 nm,,,,,,,0,,A service vessel made contact with a pontoon and sustained minor damage,Clear,,2024-07-01
4c76624e-7f64-ef11-bfe2-6045bd0b3b38,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A container vessel used an incorrectly weighted heaving line.,Unknown,,2024-08-01
2024527a-5a76-ef11-a670-002248c81132,Coastal waters <= 12 nm,,,,,,,0,,A sailing yacht ran aground and required assistance,Unknown,,2024-09-01
03101f83-b587-ef11-ac20-6045bd0cb55a,Coastal waters <= 12 nm,,,,,,,0,,A sailing yacht grounded on a lee shore due to the weather conditions,Clear,,2024-08-01
c6625d34-098a-ef11-8a69-000d3a0d1194,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,110000.0,290.0,,Wounds and superficial injuries,0,Wounds and superficial injuries,A cruise ship passenger fell off a bed resulting in a head injury,Overcast,No damage,2024-10-01
d496355f-bfbd-ed11-83fe-0022481b929f,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A ro-ro cargo ship parted a mooring line during berthing operations.,Clear,,2023-03-01
5cfa5879-30c3-ed11-b597-002248c702b3,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,General cargo vessel made contact with corner of lock during high winds resulting in minor damage to hull,Clear,,2023-03-01
a45f6154-f6d9-ed11-a7c6-002248c87aa9,Coastal waters <= 12 nm,,,,,,,0,,A crude oil tanker had a non-SOLAS compliant pilot ladder.,Unknown,,2023-04-01
79c23d05-870e-ee11-8f6e-002248c87217,Internal waters -> Port area,Cargo ship,LIBERIA,4200.0,110.0,UNITED KINGDOM,Wounds and superficial injuries,0,Wounds and superficial injuries,A general cargo ship crew member fell down stairs in the engine room.,Clear,No damage,2023-06-01
54c94487-3143-ee11-bdf3-002248c87217,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Container ship's pilot ladder not rigged per SOLAS regulations.,Unknown,,2023-08-01
ec75b9d0-d7cf-ee11-9079-002248c87a1d,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,LNG tanker used a dangerously weighted heaving line,Unknown,,2024-02-01
64d39703-f711-ef11-9f89-0022481b9ab5,Coastal waters <= 12 nm,,,,,,,0,,Dive vessel lost power resulting in drifting away from two divers in water.,Unknown,,2024-05-01
b84f546b-d432-ef11-8e4e-6045bd0b057b,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A fishing vessel collided with a moored fishing vessel whilst manoeuvring,Rain,,2024-06-01
953c5b80-9a3f-ef11-a316-6045bd0b0429,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,56.0,23.0,ESTONIA,Wounds and superficial injuries,0,Wounds and superficial injuries,Sailing training vessel trainee fell into water and was caught in propeller resulting in open wounds to the foot.,Unknown,No damage,2024-07-01
12fc4ede-e350-ef11-a316-000d3a874bdc,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A landing craft was caught by the wake of a passing ro-pax vessel resulting in minor damage.,Clear,,2024-07-01
56e17d06-366c-ef11-a670-6045bd0ce93b,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Container ship's pilot ladder did not conform to SOLAS regulations.,Unknown,,2024-09-01
5b894835-5596-ed11-aad0-6045bd0b12c1,Coastal waters <= 12 nm,,,,,,,0,,A search and rescue vessel grounded whilst attempting rescue of stranded people.,Rain,,2023-01-01
bb621035-c3fb-ed11-8f6d-002248c87a40,Coastal waters <= 12 nm,,,,,,,0,,A fishing vessel fouled its propeller and was towed back to port.,Unknown,,2023-05-01
5c4a2c5c-8b03-ee11-8f6e-002248c87217,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,8.9,12.0,,Traumatic amputations (Loss of body parts),0,Traumatic amputations (Loss of body parts),Dive vessel's crew member sustained a finger injury which resulted in amputation.,Clear,No damage,2023-05-01
426a38b7-359b-ee11-be37-002248c8714f,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A general cargo vessel had an oil pollution incident from suspected bulkhead leak.,Overcast,,2023-12-01
76c745b9-51e8-ee11-904c-002248c87005,Coastal waters <= 12 nm,,,,,,,0,,Fishing vessel going wrong way in traffic lane,Rain,,2024-03-01
2baabe71-3e02-ef11-9f8a-002248c66d46,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,Container ship's pilot ladder did not conform to SOLAS regulations.,Unknown,,2024-04-01
fffe616c-2a11-ef11-9f89-0022481b70b2,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A cargo vessel made contact with the wall whilst being raised in a lock and sustained damage,Clear,,2024-05-01
ace987c9-b824-ef11-840a-000d3a0cc6ca,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A search and rescue vessel hit the launch carriage during an exercise.,Overcast,,2024-06-01
b0f62bf4-7c76-ef11-a670-002248c81132,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A fishing vessel grounded on a submerged rock ledge and required assistance,Unknown,,2024-09-01
db7e0594-dc91-ef11-8a6a-6045bd0cb55a,Internal waters -> Port area,Cargo ship,ANTIGUA AND BARBUDA,5100.0,110.0,UNITED KINGDOM,"Burns, scalds and frostbites",1,"Burns, scalds and frostbites",Investigated by another state,Unknown,Material damage -> Affecting structural integrity of the ship,2024-10-01
cf2748c8-309c-ef11-8a69-002248c715f0,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A cargo vessel suffered engine failure and required assistance back to harbour,Clear,,2024-11-01
